ResponseId,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,JobSat
56500,,,,,,,,,,
56501,15.0,,,10.0,20.0,40.0,5.0,10.0,,90.0
56502,,,,,,,,,,80.0
56503,,,,,,,,,,
56504,,,,,,,,,,70.0
56505,,,,,,,,,,
56506,80.0,60.0,,60.0,60.0,60.0,,60.0,,
56507,,,,,,,,,,
56508,10.0,5.0,5.0,20.0,10.0,10.0,20.0,15.0,5.0,80.0
56509,,,,,,,,,,
56510,,,,25.0,30.0,25.0,,20.0,,70.0
56511,,,,,,,,,,
56512,,,,,,,,,,
56513,,,,,,,,,,
56514,,,,,,,,,,
56515,,,,,,,,,,
56516,,,,40.0,30.0,30.0,,,,60.0
56517,10.0,15.0,10.0,70.0,70.0,50.0,80.0,80.0,50.0,70.0
56518,,,,,,,,,,
56519,,,,,,,,,,
56520,,,,,,,,,,
56521,10.0,10.0,10.0,60.0,40.0,50.0,40.0,90.0,,50.0
56522,,,,,,,,,,
56523,40.0,,,20.0,20.0,20.0,,,,50.0
56524,90.0,80.0,70.0,100.0,80.0,70.0,100.0,100.0,100.0,90.0
56525,,,,,,,,,,
56526,,,,,,,,,,40.0
56527,60.0,40.0,50.0,50.0,70.0,70.0,70.0,60.0,70.0,60.0
56528,,,,,,,,,,
56529,,,,30.0,30.0,30.0,10.0,,,20.0
56530,,,,,,,,,,
56531,75.0,75.0,,50.0,90.0,75.0,,,,30.0
56532,50.0,,20.0,90.0,5.0,,80.0,,10.0,80.0
56533,,,,,,,,,,
56534,,,,,,,,,,
56535,,,,,,,,,,
56536,,,,,,,,,,
56537,20.0,20.0,,5.0,30.0,20.0,,5.0,,80.0
56538,,,,,,,,,,
56539,,,,,,,,,,
56540,,,,,,,,,,
56541,,,,,,,,,,
56542,,,,,,,,,,
56543,,,,,40.0,30.0,30.0,,,60.0
56544,70.0,60.0,40.0,50.0,50.0,50.0,60.0,50.0,40.0,80.0
56545,,,,,,,,,,
56546,,,,,,,,,,
56547,40.0,5.0,,10.0,30.0,5.0,,10.0,,70.0
56548,20.0,13.0,5.0,5.0,16.0,11.0,20.0,5.0,5.0,70.0
56549,10.0,10.0,10.0,30.0,10.0,30.0,,,,70.0
56550,,,,,,,,,,
56551,,,,,,,,,,
56552,,,,,,,,,,
56553,22.0,,,32.0,46.0,,,,,100.0
56554,,,,,,,,,,
56555,,,,,,,,,,50.0
56556,,,,,,,,,,
56557,10.0,,3.0,15.0,15.0,25.0,10.0,12.0,10.0,90.0
56558,,,,,,,,,,
56559,,,,,,,,,,
56560,,10.0,5.0,5.0,15.0,25.0,30.0,10.0,,40.0
56561,,,,,,,,,,
56562,,,,,,,,,,
56563,,,,,,,,,,
56564,,20.0,,10.0,20.0,20.0,10.0,20.0,,80.0
56565,,,,,,,,,,
56566,15.0,,,15.0,25.0,,20.0,25.0,,70.0
56567,,,,,,,,,,80.0
56568,,,,,,,,,,
56569,,,,,,,,,,
56570,,,,30.0,20.0,,30.0,20.0,,60.0
56571,,,,,,,,,,
56572,,,,,,,,,,
56573,5.0,5.0,5.0,5.0,30.0,25.0,5.0,10.0,10.0,70.0
56574,,,,,,,,,,70.0
56575,,,,,,,,,,
56576,,,,,,,,,,
56577,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,90.0
56578,70.0,50.0,60.0,80.0,75.0,80.0,60.0,20.0,80.0,70.0
56579,,,,,,,,,,
56580,,,,50.0,50.0,,,,,90.0
56581,,,,50.0,30.0,20.0,,,,80.0
56582,,,,,,,,,,
56583,,,,,,,,,,
56584,,,,,,,,,,
56585,,,,,,,,,,
56586,10.0,5.0,10.0,20.0,20.0,15.0,10.0,5.0,5.0,80.0
56587,,,,,,,,,,
56588,,,,,,,,,,
56589,,,,,,,,,,
56590,,,,,,,,,,
56591,,,,,,,,,,
56592,,,,,,,,,,
56593,,,,,,,,,,
56594,90.0,90.0,90.0,80.0,100.0,80.0,90.0,80.0,70.0,90.0
56595,,,,,,,,,,
56596,100.0,10.0,40.0,90.0,60.0,90.0,70.0,50.0,60.0,70.0
56597,,,,,,,,,,
56598,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0
56599,,,,,,,,,,
56600,,,,,,,,,,
56601,,,,,,,,,,
56602,25.0,,,25.0,15.0,15.0,20.0,,,70.0
56603,5.0,,,20.0,5.0,5.0,,10.0,5.0,40.0
56604,,,,,,,,,,
56605,30.0,,,30.0,10.0,10.0,,10.0,10.0,80.0
56606,,,,,100.0,,,,,80.0
56607,,,,,,,,,,
56608,,,,,,,,,,
56609,15.0,25.0,4.0,5.0,15.0,5.0,5.0,25.0,1.0,60.0
56610,,,,,,,,,,
56611,40.0,,,,20.0,30.0,,10.0,,60.0
56612,,,,,,,,,,
56613,,,,,,,,,,
56614,,,,,,,,,,
56615,,,,,,,,,,
56616,,,,,,,,,,
56617,,,,,,,,,,
56618,,,,,,,,,,
56619,,,,,,,,,,
56620,,,,,,,,,,
56621,9.0,10.0,12.0,15.0,15.0,14.0,7.0,9.0,9.0,70.0
56622,,,,,,,,,,
56623,,,,,,,,,,
56624,,,,,,,,,,
56625,100.0,100.0,100.0,100.0,100.0,100.0,,,,70.0
56626,,,,,15.0,20.0,,,,50.0
56627,,,,,,,,,,
56628,,,,,,,,,,
56629,,,,,,,,,,
56630,90.0,20.0,80.0,70.0,60.0,70.0,70.0,70.0,70.0,90.0
56631,,,,,,,,,,
56632,,,,,,,,,,
56633,,100.0,50.0,100.0,100.0,90.0,100.0,90.0,60.0,
56634,,,,,,,,,,
56635,,,,,,,,,,
56636,,,,,,,,,,
56637,15.0,5.0,5.0,10.0,25.0,25.0,,,15.0,90.0
56638,,,,30.0,35.0,35.0,,,,60.0
56639,,,,,,,,,,
56640,,,,,70.0,,30.0,,,70.0
56641,,,,,,,,,,
56642,,,,,,,,,,
56643,,,,,,,,,,
56644,,,,,,,,,,
56645,,,,,,,,,,40.0
56646,,,,,,,,,,
56647,,,,,,,,,,
56648,,,,,,,,,,
56649,,,,,,,,,,
56650,,,,,,,,,,
56651,90.0,90.0,90.0,95.0,95.0,80.0,80.0,70.0,70.0,70.0
56652,,,,,,,,,,
56653,,,,,,,,,,
56654,,,,,,,,,,
56655,,,,,,,,,,
56656,,,,,,,,,,
56657,,,,25.0,30.0,20.0,25.0,,,90.0
56658,,,,,,,,,,
56659,30.0,50.0,50.0,50.0,50.0,30.0,30.0,,,40.0
56660,,,,,,,,,,
56661,,,,,,,,,,
56662,,,,,,,,,,
56663,,,,,,,,,,
56664,,,,,,,,,,50.0
56665,,,,,,,,,,
56666,,,,,,,,,,
56667,,,,,,,,,,
56668,,,,,,,,,,
56669,,,,,,,,,,
56670,30.0,,10.0,60.0,,,,,,70.0
56671,,,,30.0,70.0,,,,,60.0
56672,,,,,,,,,,
56673,,,,,,,,,,
56674,5.0,5.0,10.0,10.0,5.0,25.0,10.0,20.0,10.0,70.0
56675,,,,,,,,,,70.0
56676,,30.0,,30.0,20.0,20.0,,10.0,,60.0
56677,,20.0,,30.0,,30.0,20.0,,,60.0
56678,,,,,,,,,,
56679,,,,,,,,,,
56680,,,,,,,,,,70.0
56681,,,,,,,,,,
56682,,,,,,,,,,
56683,100.0,100.0,100.0,98.0,99.0,90.0,98.0,100.0,100.0,40.0
56684,5.0,,5.0,25.0,20.0,15.0,10.0,10.0,10.0,80.0
56685,25.0,,10.0,25.0,10.0,15.0,5.0,,10.0,100.0
56686,,,,,,,,,,
56687,,,,,,,,,,
56688,,,,20.0,40.0,15.0,20.0,5.0,,70.0
56689,,,,,,,,,,
56690,,,,,,,,,,
56691,,,,,,,,,,
56692,,,,,,,,,,
56693,,,,,,,,,,
56694,,,,,,,,,,
56695,,,,,,,,,,
56696,,,,,,,,,,
56697,,,,,,,,,,
56698,50.0,20.0,30.0,30.0,60.0,70.0,50.0,20.0,20.0,80.0
56699,,,,,,,,,,
56700,,,,,,,,,,
56701,,,,,,,,,,
56702,50.0,50.0,70.0,40.0,50.0,30.0,20.0,30.0,50.0,50.0
56703,,,,,,,,,,
56704,,,,,,,,,,
56705,100.0,10.0,100.0,100.0,100.0,100.0,20.0,100.0,30.0,100.0
56706,,,,,,,,,,
56707,,,,,,,,,,80.0
56708,,,,40.0,40.0,20.0,,,,70.0
56709,,,,,,,,,,
56710,,,,,,,,,,
56711,20.0,10.0,20.0,20.0,15.0,15.0,,,,90.0
56712,,,,,,,,,,
56713,,,,,,,,,,
56714,90.0,10.0,,40.0,40.0,60.0,30.0,10.0,50.0,60.0
56715,,,,,,,,,,
56716,90.0,5.0,50.0,70.0,95.0,50.0,50.0,10.0,50.0,70.0
56717,,,,,,,,,,
56718,,,,,,,,,,80.0
56719,,,,,,,,,,50.0
56720,,,,,,,,,,
56721,,,,,,,,,,
56722,,,,,,,,,,
56723,,,,,,,,,,60.0
56724,,,,,,,,,,
56725,,,,,,,,,,
56726,20.0,10.0,,,20.0,20.0,20.0,,10.0,100.0
56727,,,,,,,,,,
56728,,,,,,,,,,
56729,,,,,,,,,,
56730,,,,,,,,,,
56731,,,,,,,,,,
56732,10.0,,,20.0,30.0,30.0,10.0,,,70.0
56733,,,,,,,,,,
56734,,,,,,,,,,
56735,,,,,,,,,,
56736,,,,,,,,,,
56737,,,,,,,,,,70.0
56738,,,,,,,,,,
56739,,,,,,,,,,
56740,40.0,,,20.0,20.0,,,,20.0,90.0
56741,10.0,10.0,15.0,15.0,20.0,10.0,,,20.0,80.0
56742,,,,,,,,,,
56743,,,,,,,,,,
56744,20.0,15.0,5.0,5.0,15.0,10.0,20.0,10.0,,100.0
56745,20.0,,,20.0,20.0,,20.0,20.0,,90.0
56746,,,,,,,,,,
56747,,,,,,,,,,90.0
56748,,,,,,,,,,
56749,,,,,,,,,,
56750,,,,30.0,20.0,20.0,30.0,,,50.0
56751,,,,,,,,,,
56752,,,,20.0,30.0,,,,,70.0
56753,,,,,,,,,,
56754,20.0,10.0,,15.0,10.0,15.0,30.0,,,90.0
56755,,,,,,,,,,
56756,,,,,,,,,,
56757,,,,,,,,,,50.0
56758,,,,,,,,,,
56759,,,,,,,,,,
56760,20.0,,10.0,25.0,15.0,5.0,5.0,5.0,15.0,60.0
56761,,,,,,,,,,
56762,,,,25.0,15.0,50.0,10.0,,,100.0
56763,60.0,,60.0,50.0,50.0,80.0,80.0,70.0,80.0,60.0
56764,,,,,,,,,,
56765,40.0,,10.0,20.0,10.0,20.0,,,,90.0
56766,,,,,,,,,,
56767,100.0,10.0,50.0,78.0,89.0,83.0,67.0,23.0,98.0,100.0
56768,2.0,5.0,10.0,10.0,25.0,25.0,15.0,5.0,3.0,70.0
56769,,,,,,,,,,
56770,,,,,,,,,,
56771,,,,,,,,,,
56772,20.0,,,10.0,20.0,20.0,10.0,20.0,,80.0
56773,,,,,,,,,,
56774,,,,,,,,,,
56775,,,,,,,,,,
56776,,,,,,,,,,90.0
56777,,,,,,,,,,
56778,,,,,,,,,,
56779,,,,,,,,,,
56780,,,,,,,,,,
56781,,,,,,,,,,
56782,,,,,,,,,,
56783,,,,30.0,20.0,20.0,20.0,5.0,5.0,90.0
56784,,,,,,,,,,
56785,,,,,,,,,,
56786,,,,,,,,,,
56787,,,,,,,,,,
56788,,,,,,,,,,
56789,,16.0,,,28.0,28.0,,28.0,,80.0
56790,100.0,80.0,10.0,100.0,90.0,90.0,80.0,30.0,80.0,90.0
56791,,20.0,,50.0,20.0,,,10.0,,
56792,,,,,,,,,,
56793,,,,,,,,,,
56794,,,,30.0,30.0,30.0,,10.0,,80.0
56795,,,,,,,,,,
56796,,,,,,,,,,
56797,,,,,,,,,,
56798,,,,,,,,,,
56799,,,,,,,,,,
56800,,,,,,,,,,60.0
56801,,,,,,,,,,
56802,,,,,,,,,,
56803,,,,,,,,,,
56804,,,,,,,,,,
56805,,,,,,,,,,
56806,,,,,,,,,,
56807,,,,,,,,,,
56808,,,,,,,,,,100.0
56809,,,,,,,,,,
56810,,,,,,,,,,
56811,,,,,,,,,,
56812,,,,,,,,,,
56813,,,,,,,,,,
56814,10.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,80.0
56815,,,,34.0,33.0,33.0,,,,90.0
56816,,,,,,,,,,100.0
56817,,,,,,,,,,
56818,,,,,,,,,,
56819,,,,,,,,,,
56820,,,,20.0,40.0,20.0,20.0,,,50.0
56821,,,,,,,,,,
56822,20.0,20.0,5.0,20.0,20.0,10.0,5.0,,,90.0
56823,,,,,,,,,,
56824,,,,,,,,,,
56825,,,,,,,,,,
56826,,,,,,,,,,
56827,,,,,,,,,,
56828,,,,,,,,,,
56829,,,,,,,,,,
56830,,,,,,,,,,
56831,,,,,,,,,,
56832,10.0,,,30.0,15.0,35.0,,10.0,,90.0
56833,,10.0,,20.0,20.0,20.0,20.0,5.0,5.0,90.0
56834,,,,,,,,,,
56835,,,,,,,,,,
56836,,10.0,10.0,40.0,15.0,15.0,5.0,5.0,,50.0
56837,,,,,,40.0,,20.0,,60.0
56838,20.0,,10.0,20.0,20.0,20.0,10.0,,,80.0
56839,,,,,,,,,,
56840,,,,,,,,,,
56841,,,,35.0,48.0,,15.0,2.0,,70.0
56842,,,,,,,,,,
56843,,,,,,,,,,
56844,,,,,,,,,,
56845,5.0,10.0,5.0,15.0,20.0,30.0,5.0,5.0,5.0,80.0
56846,15.0,,10.0,25.0,25.0,10.0,15.0,,,80.0
56847,,,,,,,,,,
56848,,,,,,,,,,
56849,,,,,,,,,,
56850,,,,,,,,,,
56851,10.0,,10.0,40.0,20.0,20.0,,,,70.0
56852,,,,,,,,,,
56853,,,,,,,,,,
56854,,,,,,,,,,
56855,,,,,,,,,,
56856,,,,,,,,,,
56857,,,,,,,,,,
56858,20.0,10.0,30.0,40.0,50.0,50.0,,,,80.0
56859,,,,,,,,,,
56860,30.0,,20.0,20.0,5.0,30.0,20.0,,,90.0
56861,,,,,,,,,,
56862,,,,,,,,,,
56863,,,,,,,,,,
56864,,,,,,,,,,70.0
56865,,,,,,,,,,
56866,,,,10.0,20.0,30.0,40.0,,,80.0
56867,,,20.0,30.0,10.0,15.0,15.0,10.0,,60.0
56868,,,,,,,,,,
56869,,,,,,,,,,
56870,,,,,,,,,,
56871,,,,,,,,,,
56872,,,,,,,,,,
56873,,,,,,,,,,
56874,,,,,,,,,,
56875,,,,,,,,,,
56876,,,,,,,,,,
56877,,,,,,,,,,
56878,,,,,,,,,,
56879,,,,10.0,20.0,35.0,15.0,20.0,,80.0
56880,60.0,65.0,50.0,95.0,90.0,70.0,85.0,70.0,30.0,80.0
56881,,,,,,,,,,
56882,,,,,,,,,,
56883,,,,,,,,,,
56884,,,,,,,,,,
56885,,,,,,,,,,40.0
56886,10.0,,10.0,15.0,25.0,10.0,20.0,5.0,5.0,70.0
56887,,,,,,,,,,
56888,,,,,,,,,,
56889,,,,,,,,,,
56890,,,,,,,,,,
56891,,,,,,,,,,
56892,15.0,,3.0,20.0,16.0,18.0,22.0,4.0,2.0,70.0
56893,,,,70.0,10.0,,,10.0,10.0,80.0
56894,,,20.0,25.0,10.0,20.0,25.0,,,100.0
56895,100.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,90.0,80.0
56896,,,,,,,,,,
56897,,,,,,,,,,
56898,,,,,,,,,,
56899,,,,,,,,,,
56900,80.0,,70.0,80.0,60.0,80.0,80.0,80.0,,20.0
56901,,,,,,,,,,
56902,,,,,,,,,,
56903,,,,,,,,,,
56904,,,,,,,,,,
56905,10.0,,10.0,50.0,10.0,,20.0,,,60.0
56906,,,,,,,,,,
56907,,,,10.0,20.0,40.0,20.0,10.0,,70.0
56908,,,,,,,,,,
56909,,,,,,,,,,
56910,,,,,,,,,,
56911,10.0,,5.0,20.0,10.0,5.0,10.0,,40.0,90.0
56912,40.0,25.0,,10.0,5.0,10.0,,5.0,5.0,60.0
56913,15.0,,,25.0,15.0,5.0,40.0,,,70.0
56914,,,,,,,,,,
56915,,,,,,,,,,
56916,,,,,,,,,,
56917,,,,,,,,,,
56918,,,,,,,,,,
56919,,,,,,,,,,
56920,5.0,,10.0,20.0,30.0,,20.0,5.0,10.0,70.0
56921,,,,,,,,,,
56922,,,,,,,,,,
56923,,,,,,,,,,
56924,,,,,,,,,,
56925,,,,,,,,,,
56926,,,,,,,,,,
56927,,,,,,,,,,
56928,,,,,,,,,,
56929,,,,,,,,,,
56930,,,,,,,,,,
56931,,,,,,,,,,
56932,,,,,,,,,,
56933,,,,,,,,,,
56934,,,,,,,,,,
56935,,,,,,,,,,
56936,,,,,,,,,,
56937,,,,,,,,,,
56938,,,,,,,,,,
56939,,,,,,,,,,
56940,,,,,,,,,,
56941,,,,,,,,,,
56942,,,,,,,,,,
56943,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
56944,,,,,,,,,,
56945,70.0,40.0,50.0,100.0,80.0,60.0,70.0,70.0,80.0,70.0
56946,20.0,,,5.0,10.0,10.0,20.0,10.0,25.0,80.0
56947,,,,,,,,,,
56948,15.0,,,5.0,40.0,40.0,,,,50.0
56949,,,,,,,,,,
56950,,,,,,,,,,
56951,,,,,,,,,100.0,50.0
56952,,,,,,,,,,
56953,,,,,,,,,,
56954,60.0,90.0,,100.0,,,,,,80.0
56955,,,,,,,,,,70.0
56956,,,,,,,,,,
56957,,,,,,,,,,
56958,,,,,,,,,,
56959,,,,,,,,,,50.0
56960,,,,,,,,,,
56961,10.0,,,10.0,,20.0,20.0,20.0,20.0,90.0
56962,,,,,,,,,,
56963,60.0,,,,10.0,,15.0,5.0,10.0,80.0
56964,,,,,,,,,,
56965,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
56966,,,,,,,,,,40.0
56967,90.0,80.0,95.0,90.0,90.0,90.0,80.0,75.0,80.0,90.0
56968,,,,,,,,,,
56969,,,,,,,,,,
56970,60.0,20.0,50.0,70.0,70.0,50.0,80.0,100.0,50.0,100.0
56971,,,,,,,,,,
56972,,,,,,,,,,
56973,10.0,,,20.0,20.0,10.0,10.0,30.0,,90.0
56974,,,,,,,,,,
56975,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
56976,,,,,,,,,,
56977,,,,,,,,,,
56978,,,,,,,,,,
56979,,,,,,,,,,
56980,15.0,5.0,20.0,35.0,5.0,10.0,10.0,,,70.0
56981,,,,,,,,,,
56982,,,,,,,,,,
56983,,,,,,,,,,
56984,,,,,,,,,,
56985,,,,,,,,,,30.0
56986,,,,,,,,,,
56987,,,,,,,,,,
56988,50.0,,,10.0,30.0,10.0,,,,
56989,,,,,,,,,,
56990,,,,,,,,,,
56991,,,,,,,,,,
56992,10.0,,,70.0,,20.0,,,,60.0
56993,,,,,,,,,,80.0
56994,10.0,,10.0,20.0,10.0,20.0,20.0,10.0,,60.0
56995,15.0,,,35.0,10.0,5.0,35.0,,,60.0
56996,,,,,,,,,,
56997,5.0,5.0,10.0,25.0,20.0,10.0,10.0,15.0,,100.0
56998,,,,,,,,,,
56999,,,,,,,,,,
57000,,,,,,,,50.0,50.0,70.0
57001,,,,,,,,,,
57002,10.0,,,15.0,20.0,25.0,25.0,5.0,,70.0
57003,6.0,1.0,,28.0,21.0,33.0,11.0,,,80.0
57004,10.0,,,20.0,20.0,20.0,20.0,,10.0,80.0
57005,,,,20.0,20.0,20.0,20.0,,20.0,
57006,,,,,,,,,,
57007,,,,,,,,,,
57008,,,,,,,,,,
57009,,,,,,,,,,
57010,,,,,,,,,,
57011,,,,,,,,,,
57012,,,,,,,,,,
57013,,,,100.0,,,,,,
57014,,,,,,,,,,
57015,,,,,,,,,,
57016,,,,,,,,,,
57017,,,,,,,,,,
57018,,,,,,,,,,
57019,,,,70.0,30.0,,,,,80.0
57020,80.0,,20.0,10.0,20.0,10.0,80.0,60.0,20.0,70.0
57021,,,,,,,,,,
57022,,,,,,,,,,
57023,,,,,,,,,,
57024,,,,,,,,,,
57025,,,,,,,,,,
57026,,,,,,,,,,70.0
57027,,,,,,,,,,
57028,,,,,,,,,,
57029,,,,,,,,,,
57030,20.0,,10.0,20.0,5.0,20.0,5.0,5.0,15.0,90.0
57031,,,,,,,,,,
57032,,,,,,,,,,
57033,,,,,,,,,,
57034,,,,,,,,,,
57035,,,,,,,,,,
57036,,,,,,,,,,
57037,10.0,,,15.0,45.0,,20.0,5.0,5.0,90.0
57038,40.0,20.0,70.0,50.0,80.0,70.0,70.0,60.0,60.0,60.0
57039,,,,,,,,,,
57040,,,,,,,,,,100.0
57041,,,,,,,,,,
57042,5.0,,,30.0,30.0,30.0,,5.0,,50.0
57043,,,,,,,,,,
57044,5.0,,2.0,10.0,20.0,30.0,10.0,10.0,5.0,50.0
57045,,,,,,,,,,
57046,,,,,,,,,,
57047,,,,,,,,,,
57048,,,,,,,,,,70.0
57049,,,,,,,,,,
57050,30.0,,,30.0,30.0,,,,10.0,50.0
57051,,,,,,,,,,30.0
57052,,,,,,,,,,
57053,,,,10.0,30.0,30.0,10.0,20.0,,40.0
57054,,,,,,,,,,
57055,,,,,,,,,,
57056,,,,,,,,,,
57057,,,,20.0,80.0,,,,,60.0
57058,,,,,,,,,,
57059,,,,,,,,,,
57060,,,,,,,,,,
57061,,,,,,,,,,
57062,25.0,,,40.0,,10.0,10.0,10.0,5.0,100.0
57063,,,,,,,,,,
57064,,,,,,,,,,
57065,30.0,,30.0,50.0,30.0,80.0,80.0,30.0,60.0,60.0
57066,12.5,,,45.0,17.5,10.0,10.0,,5.0,90.0
57067,,,,,,,,,,80.0
57068,,,,,,,,,,
57069,,,,,,,,,,
57070,,,,,,,,,,
57071,,,,,,,,,,
57072,,,,,,,,,,80.0
57073,,,,,,,,,,
57074,,,,,,,,,,
57075,,,,,,,,,,
57076,,,,,,,,,,
57077,,,,,,,,,,
57078,10.0,,,10.0,20.0,40.0,20.0,,,80.0
57079,,,,10.0,20.0,40.0,10.0,10.0,10.0,100.0
57080,,,,,,,,,,
57081,,70.0,,20.0,,10.0,,,,80.0
57082,,,,,,,,,,
57083,,,,,,,,,,
57084,,,,,,,,,,
57085,,,,,,,,,,
57086,,,,,,,,,,
57087,,,,,,,,,,
57088,,,,,,,,,,
57089,,,,,,,,,,
57090,,,,,,,,,,
57091,,,,,,,,,,
57092,,,,,,,,,,
57093,,,,,,,,,,
57094,,,,,,,,,,
57095,,,,,,,,,,
57096,,,,,,,,,,
57097,,,,,,,,,,
57098,20.0,20.0,,20.0,,20.0,20.0,,,80.0
57099,,,,,,,,,,
57100,10.0,,,2.0,40.0,40.0,8.0,,,60.0
57101,,,,,,,,,,
57102,,,,,,,,,,
57103,,,,,,,,,,
57104,10.0,,,20.0,20.0,10.0,,,,80.0
57105,,,,,,,,,,70.0
57106,,,,,,,,,,
57107,,,,,,,,,,
57108,,,,,,,,,,
57109,,,,,,,,,,
57110,,,,,,,,,,
57111,,,100.0,100.0,100.0,100.0,50.0,20.0,100.0,90.0
57112,,,,,,,,,,
57113,,,,,,,,,,
57114,,,20.0,20.0,20.0,20.0,20.0,,,70.0
57115,,,,,,,,,,
57116,,,,,,,,,,
57117,,,,,,,,,,
57118,,,,,,,,,,
57119,,,,,,,,,,
57120,,,,,,,,,,70.0
57121,,,,,,,,,,
57122,,,,,,,,,,
57123,,,,,,,,,,
57124,70.0,50.0,80.0,95.0,90.0,90.0,50.0,70.0,60.0,80.0
57125,,,,,,,,,,
57126,5.0,,5.0,20.0,5.0,10.0,10.0,20.0,25.0,70.0
57127,40.0,1.0,4.0,23.0,20.0,1.0,10.0,,1.0,70.0
57128,,,,,,,,,,
57129,,,,,,,,,,
57130,,,,,,,,,,
57131,,,,,,,,,,
57132,,,,,,,,,,
57133,,,,,,,,,,80.0
57134,,,,,,,,,,
57135,,,,,,,,,,
57136,20.0,,,50.0,,20.0,10.0,,,90.0
57137,,,,,,,,,,
57138,,,,,,,,,,
57139,,,,,,,,,,
57140,20.0,5.0,20.0,10.0,15.0,15.0,10.0,5.0,,50.0
57141,,,,,,,,,,
57142,,,,,,,,,,
57143,,,,,,,,,,40.0
57144,10.0,5.0,5.0,30.0,10.0,10.0,10.0,10.0,10.0,90.0
57145,,,,,,,,,,
57146,10.0,,20.0,40.0,10.0,20.0,,,,80.0
57147,,,,,,,,,,
57148,,,,,,,,,,70.0
57149,,,,,,,,,,
57150,,,,,,,,,,100.0
57151,,,,,,,,,,
57152,,,,,,,,,,70.0
57153,,,,,,,,,,
57154,12.0,7.0,3.0,17.0,18.0,22.0,10.0,8.0,3.0,80.0
57155,,,,,,,,,,
57156,,,,,,,,,,
57157,,,,,,,,,,40.0
57158,,,,,,,,,,70.0
57159,,,,,,,,,,
57160,,,,,,,,,,
57161,,,,,,,,,,
57162,10.0,,,30.0,50.0,,,,10.0,30.0
57163,,,,50.0,50.0,50.0,50.0,50.0,30.0,70.0
57164,,,,,,,,,,
57165,10.0,5.0,,25.0,25.0,10.0,10.0,15.0,,60.0
57166,,,,,,,,,,
57167,,,,,,,,,,
57168,,,,,,,,,,60.0
57169,,,,,,,,,,
57170,20.0,,,30.0,10.0,30.0,10.0,,,80.0
57171,,,,,,,,,,
57172,,,,,,,,,,
57173,,,,,,,,,,
57174,,,,,,,,,,100.0
57175,,,,,,,,,,
57176,,,,,,,,,,
57177,,,,,,,,,,100.0
57178,30.0,,,30.0,20.0,20.0,20.0,20.0,20.0,60.0
57179,,,,,,,,,,
57180,,,,,,,,,,
57181,,,,10.0,50.0,10.0,30.0,,,100.0
57182,10.0,10.0,,,20.0,,40.0,20.0,,90.0
57183,,,,,,,,,,
57184,,,,,,,,,,
57185,,,,,,,,,,
57186,,,,,,,,,,
57187,,,,,,,,,,
57188,10.0,30.0,,,30.0,30.0,,,,60.0
57189,15.0,5.0,8.0,15.0,15.0,17.0,15.0,5.0,5.0,60.0
57190,,,,,,,,,,
57191,,,,,,,,,,
57192,,,,,,,,,,
57193,,,,,,,,,,
57194,,,,,,,,,,
57195,,,,,,,,,,
57196,,5.0,5.0,15.0,25.0,15.0,15.0,20.0,,80.0
57197,,100.0,,,,,,,,70.0
57198,,,10.0,10.0,30.0,40.0,,10.0,,30.0
57199,,,,,,,,,,
57200,15.0,,,15.0,50.0,5.0,,15.0,,100.0
57201,,,,,,,,,,
57202,,,,,,,,,,
57203,15.0,2.0,3.0,5.0,30.0,20.0,12.0,8.0,5.0,70.0
57204,,,,80.0,,,20.0,,,80.0
57205,20.0,10.0,,15.0,20.0,5.0,15.0,10.0,5.0,80.0
57206,,,,,,,,,,
57207,,,,,,,,,,
57208,,,,,,,,,,
57209,,,,,,,,,,
57210,,,,,,,,,,
57211,,,,,,,,,,
57212,,,,,,,,,,
57213,80.0,10.0,80.0,50.0,50.0,50.0,90.0,80.0,80.0,70.0
57214,,,,50.0,50.0,,,,,40.0
57215,,,,,,,,,,
57216,,,,,,,,,,
57217,,,,,,,,,,90.0
57218,,,,,,,,,,
57219,,,,,,,,,,
57220,,,,,,,,,,70.0
57221,,,,,,,,,,
57222,40.0,,5.0,40.0,10.0,10.0,50.0,10.0,5.0,30.0
57223,,,,,,,,,,80.0
57224,,,,,,,,,,
57225,,,,,,,,,,
57226,70.0,,50.0,70.0,90.0,90.0,90.0,70.0,50.0,80.0
57227,50.0,75.0,,50.0,80.0,60.0,80.0,90.0,50.0,80.0
57228,,,,,,,,,,70.0
57229,,,,,,,,,,
57230,,,,,,,,,,
57231,,,,,,,,,,
57232,,,,,,,,,,
57233,,,,,,,,,,
57234,,,,,,,,,,
57235,,,,,,,,,,
57236,,,,,,,,,,
57237,,,,,,,,,,
57238,,,,,,,,,,
57239,,,,,,,,,,
57240,,,,,,,,,,
